PERIODO,FECHA,HORA,NO2_CENTENARIO,PM10_CENTENARIO,PM10_CORDOBA,PM10_LA_BOCA,CO_PALERMO
2016,17/08/2016,5,6,48,S/D,7,64
2016,17/08/2016,6,10,47,S/D,7,63
2016,17/08/2016,7,16,45,S/D,9,62
2016,17/08/2016,8,17,43,S/D,9,60
2016,17/08/2016,9,21,41,S/D,8,56
2016,17/08/2016,10,18,41,S/D,7,54
2016,17/08/2016,11,17,41,35,7,52
2016,17/08/2016,12,10,39,35,7,51
2016,17/08/2016,13,S/D,36,35,7,49
2016,17/08/2016,14,S/D,35,34,7,49
2016,17/08/2016,15,S/D,36,34,9,48
2016,17/08/2016,16,16,36,22,2,8
2016,17/08/2016,17,16,36,22,19,8
2016,17/08/2016,18,19,38,25,2,11
2016,17/08/2016,19,21,37,26,21,10
2016,17/08/2016,20,43,21,51,0,22
2016,17/08/2016,21,44,22,49,0,22
2016,17/08/2016,22,46,22,5,0,23
2016,17/08/2016,23,45,22,48,0,22
2016,17/08/2016,24,45,20,46,0,22
2016,18/08/2016,1,46,21,46,0,22
2016,18/08/2016,2,48,21,46,0,22
2016,18/08/2016,3,45,19,44,0,22
2016,18/08/2016,4,43,17,43,0,22
2016,18/08/2016,5,41,16,42,0,22
2016,18/08/2016,6,39,17,4,0,22
2016,18/08/2016,7,39,21,4,0,24
2016,18/08/2016,8,44,25,44,0,28
2016,18/08/2016,9,53,30,52,0,35
2016,18/08/2016,10,6,35,6,0,41
2016,18/08/2016,11,68,35,68,0,43
2016,18/08/2016,12,71,28,73,0,47
2016,18/08/2016,13,71,21,76,0,48
2016,18/08/2016,14,74,21,78,0,48
2016,18/08/2016,15,74,18,79,0,46
2016,18/08/2016,16,69,20,76,0,44
2016,18/08/2016,17,6,22,68,0,36
2016,18/08/2016,18,54,25,62,0,33
2016,18/08/2016,19,54,31,57,0,34
2016,18/08/2016,20,56,32,53,0,35
2016,18/08/2016,21,61,33,51,0,37
2016,18/08/2016,22,65,30,5,0,39
2016,18/08/2016,23,7,29,49,0,41
2016,18/08/2016,24,76,29,54,0,46
2016,19/08/2016,1,84,32,66,0,56
2016,19/08/2016,2,93,32,72,0,64
2016,19/08/2016,3,99,33,8,0,7
2016,19/08/2016,4,6,34,92,0,77
2016,19/08/2016,5,16,36,6,0,86
2016,19/08/2016,6,26,38,25,0,98
2016,19/08/2016,7,43,45,5,1,11
2016,19/08/2016,8,68,55,68,1,27
2016,19/08/2016,9,86,49,75,1,38
2016,19/08/2016,10,93,47,83,1,39
2016,19/08/2016,11,94,49,85,1,45
2016,19/08/2016,12,86,41,83,1,5
2016,19/08/2016,13,74,33,73,1,39
2016,19/08/2016,14,6,36,55,1,22
2016,19/08/2016,15,4,27,39,1,11
2016,19/08/2016,16,11,33,3,0,73
2016,19/08/2016,17,88,39,28,0,45
2016,19/08/2016,18,74,29,26,0,3
2016,19/08/2016,19,63,26,25,0,3
2016,19/08/2016,20,64,28,25,0,31
2016,19/08/2016,21,7,30,3,0,31
2016,19/08/2016,22,76,29,38,0,33
2016,19/08/2016,23,81,29,41,0,37
2016,19/08/2016,24,83,26,36,0,39
2016,20/08/2016,1,81,23,24,0,4
2016,20/08/2016,2,78,20,13,0,4
2016,20/08/2016,3,75,17,2,0,38
2016,20/08/2016,4,66,9,91,0,35
2016,20/08/2016,5,55,6,86,0,29
2016,20/08/2016,6,44,8,76,0,25
2016,20/08/2016,7,35,10,64,0,19
2016,20/08/2016,8,29,11,56,0,17
2016,20/08/2016,9,25,15,53,0,14
2016,20/08/2016,10,24,14,52,0,13
2016,20/08/2016,11,23,14,54,0,13
2016,20/08/2016,12,24,11,57,0,13
2016,20/08/2016,13,25,12,55,0,14
2016,20/08/2016,14,29,12,57,0,14
2016,20/08/2016,15,3,10,6,0,14
2016,20/08/2016,16,31,10,6,0,14
2016,20/08/2016,17,31,8,56,0,13
2016,20/08/2016,18,31,11,55,0,13
2016,20/08/2016,19,31,12,53,0,12
2016,20/08/2016,20,31,13,53,0,13
2016,20/08/2016,21,33,16,54,0,13
2016,20/08/2016,22,33,17,53,0,14
2016,20/08/2016,23,33,14,52,0,14
2016,20/08/2016,24,33,11,53,0,15
2016,21/08/2016,1,33,13,56,0,15
2016,21/08/2016,2,33,13,56,0,15
2016,21/08/2016,3,31,11,55,0,15
2016,21/08/2016,4,31,13,56,0,15
2016,21/08/2016,5,3,11,56,0,15
2016,21/08/2016,6,29,15,58,0,15
2016,21/08/2016,7,3,18,58,0,15
2016,21/08/2016,8,33,21,58,0,15
2016,21/08/2016,9,35,20,56,0,17
2016,21/08/2016,10,38,18,56,0,19
2016,21/08/2016,11,43,20,58,0,21
2016,21/08/2016,12,46,21,54,0,22
2016,21/08/2016,13,48,15,49,0,22
2016,21/08/2016,14,49,12,42,0,22
2016,21/08/2016,15,49,11,38,0,23
2016,21/08/2016,16,48,11,33,0,23
2016,21/08/2016,17,46,12,29,0,22
2016,21/08/2016,18,45,13,27,0,22
2016,21/08/2016,19,44,18,25,0,21
2016,21/08/2016,20,44,22,26,0,22
2016,21/08/2016,21,46,20,28,0,23
2016,21/08/2016,22,49,20,31,0,25
2016,21/08/2016,23,5,19,34,0,26
2016,21/08/2016,24,51,19,36,0,26
2016,22/08/2016,1,51,18,36,0,26
2016,22/08/2016,2,5,15,35,0,25
2016,22/08/2016,3,46,11,33,0,24
2016,22/08/2016,4,41,10,31,0,22
2016,22/08/2016,5,36,12,29,0,21
2016,22/08/2016,6,33,15,28,0,2
2016,22/08/2016,7,31,19,29,0,21
2016,22/08/2016,8,34,21,33,0,23
2016,22/08/2016,9,39,21,37,0,26
2016,22/08/2016,10,43,20,41,0,28
2016,22/08/2016,11,48,19,45,0,29
2016,22/08/2016,12,51,19,47,0,31
2016,22/08/2016,13,54,17,5,0,32
2016,22/08/2016,14,56,18,52,0,33
2016,22/08/2016,15,59,19,53,0,33
2016,22/08/2016,16,56,19,5,0,31
2016,22/08/2016,17,53,21,49,0,3
2016,22/08/2016,18,53,23,5,0,31
2016,22/08/2016,19,56,30,52,0,36
2016,22/08/2016,20,65,33,55,0,4
2016,22/08/2016,21,73,32,56,0,43
2016,22/08/2016,22,76,29,57,0,46
2016,22/08/2016,23,76,27,59,0,48
2016,22/08/2016,24,76,25,6,0,48
2016,23/08/2016,1,76,24,58,0,47
2016,23/08/2016,2,73,18,54,0,44
2016,23/08/2016,3,65,16,49,0,38
2016,23/08/2016,4,54,20,43,0,31
2016,23/08/2016,5,45,20,39,0,27
2016,23/08/2016,6,4,20,35,0,23
2016,23/08/2016,7,39,23,33,0,21
2016,23/08/2016,8,43,27,37,0,23
2016,23/08/2016,9,51,30,43,0,29
2016,23/08/2016,10,58,29,48,0,35
2016,23/08/2016,11,64,30,53,0,37
2016,23/08/2016,12,69,28,56,0,53
2016,23/08/2016,13,73,25,57,0,56
2016,23/08/2016,14,74,17,57,0,57
2016,23/08/2016,15,74,18,55,0,57
2016,23/08/2016,16,69,17,49,0,54
2016,23/08/2016,17,61,23,43,0,49
2016,23/08/2016,18,59,25,39,0,46
2016,23/08/2016,19,58,30,39,0,5
2016,23/08/2016,20,64,39,4,0,42
2016,23/08/2016,21,73,38,43,0,44
2016,23/08/2016,22,76,32,44,0,44
2016,23/08/2016,23,78,24,45,0,45
2016,23/08/2016,24,8,21,46,0,44
2016,24/08/2016,1,79,18,45,0,43
2016,24/08/2016,2,76,17,45,0,4
2016,24/08/2016,3,71,13,4,0,33
2016,24/08/2016,4,6,11,36,0,26
2016,24/08/2016,5,48,12,32,0,22
2016,24/08/2016,6,43,S/D,31,0,2
2016,24/08/2016,7,4,S/D,3,0,2
2016,24/08/2016,8,S/D,32,23,22,S/D
2016,24/08/2016,9,S/D,32,22,26,S/D
2016,24/08/2016,10,S/D,32,20,29,S/D
2016,24/08/2016,11,S/D,33,S/D,32,S/D
2016,24/08/2016,12,S/D,S/D,S/D,34,S/D
2016,24/08/2016,13,S/D,S/D,15,36,S/D
2016,24/08/2016,14,S/D,S/D,19,37,S/D
2016,24/08/2016,15,S/D,S/D,27,37,S/D
2016,24/08/2016,16,S/D,S/D,25,37,S/D
2016,24/08/2016,17,S/D,S/D,28,34,S/D
2016,24/08/2016,18,S/D,S/D,38,33,S/D
2016,24/08/2016,19,S/D,S/D,35,31,S/D
2016,24/08/2016,20,S/D,S/D,31,32,S/D
2016,24/08/2016,21,S/D,S/D,28,31,S/D
2016,24/08/2016,22,S/D,S/D,29,31,S/D
2016,24/08/2016,23,S/D,S/D,31,31,S/D
2016,24/08/2016,24,S/D,S/D,23,29,S/D
2016,25/08/2016,1,S/D,S/D,21,29,S/D
2016,25/08/2016,2,S/D,S/D,15,27,S/D
2016,25/08/2016,3,S/D,S/D,13,26,S/D
2016,25/08/2016,4,S/D,S/D,15,23,S/D
2016,25/08/2016,5,S/D,S/D,15,22,S/D
2016,25/08/2016,6,S/D,S/D,8,22,S/D
2016,25/08/2016,7,S/D,S/D,15,22,S/D
2016,25/08/2016,8,S/D,S/D,23,25,S/D
2016,25/08/2016,9,S/D,S/D,21,28,S/D
2016,25/08/2016,10,S/D,S/D,18,31,S/D
2016,25/08/2016,11,S/D,S/D,14,33,S/D
2016,25/08/2016,12,S/D,S/D,22,35,S/D
2016,25/08/2016,13,S/D,S/D,33,38,S/D
2016,25/08/2016,14,S/D,S/D,35,38,S/D
2016,25/08/2016,15,S/D,S/D,37,38,S/D
2016,25/08/2016,16,S/D,S/D,27,36,S/D
2016,25/08/2016,17,S/D,S/D,33,34,S/D
2016,25/08/2016,18,S/D,S/D,42,36,S/D
2016,25/08/2016,19,S/D,S/D,51,37,S/D
2016,25/08/2016,20,S/D,S/D,44,37,S/D
2016,25/08/2016,21,S/D,S/D,40,36,S/D
2016,25/08/2016,22,S/D,S/D,37,36,S/D
2016,25/08/2016,23,S/D,S/D,36,35,S/D
2016,25/08/2016,24,S/D,S/D,32,35,S/D
2016,26/08/2016,1,S/D,S/D,31,33,S/D
2016,26/08/2016,2,S/D,S/D,18,29,S/D
2016,26/08/2016,3,S/D,S/D,29,26,S/D
2016,26/08/2016,4,S/D,S/D,32,24,S/D
2016,26/08/2016,5,S/D,S/D,29,22,S/D
2016,26/08/2016,6,S/D,S/D,15,22,S/D
2016,26/08/2016,7,S/D,S/D,20,23,S/D
2016,26/08/2016,8,S/D,S/D,29,27,S/D
2016,26/08/2016,9,S/D,S/D,31,3,S/D
2016,26/08/2016,10,15,S/D,22,32,S/D
2016,26/08/2016,11,S/D,S/D,24,33,S/D
2016,26/08/2016,12,S/D,S/D,30,35,S/D
2016,26/08/2016,13,25,S/D,29,37,S/D
2016,26/08/2016,14,24,S/D,33,37,S/D
2016,26/08/2016,15,26,S/D,39,37,S/D
2016,26/08/2016,16,35,S/D,39,35,S/D
2016,26/08/2016,17,53,38,95,0,32
2016,26/08/2016,18,54,40,2,0,33
2016,26/08/2016,19,58,42,6,0,34
2016,26/08/2016,20,59,37,6,0,34
2016,26/08/2016,21,61,39,7,0,33
2016,26/08/2016,22,66,40,11,0,34
2016,26/08/2016,23,69,40,7,0,33
2016,26/08/2016,24,71,39,98,0,32
2016,27/08/2016,1,78,40,88,0,32
2016,27/08/2016,2,76,30,82,0,3
2016,27/08/2016,3,69,11,73,0,27
2016,27/08/2016,4,63,6,66,0,24
2016,27/08/2016,5,55,6,56,0,22
2016,27/08/2016,6,45,5,46,0,2
2016,27/08/2016,7,38,8,41,0,18
2016,27/08/2016,8,29,10,38,0,16
2016,27/08/2016,9,18,13,34,0,14
2016,27/08/2016,10,14,13,26,0,12
2016,27/08/2016,11,14,14,25,0,12
2016,27/08/2016,12,15,15,25,0,13
2016,27/08/2016,13,16,15,27,0,13
2016,27/08/2016,14,19,17,31,0,14
2016,27/08/2016,15,2,14,32,0,15
2016,27/08/2016,16,23,15,33,0,15
2016,27/08/2016,17,24,16,37,0,15
2016,27/08/2016,18,25,14,37,0,15
2016,27/08/2016,19,26,14,39,0,15
2016,27/08/2016,20,28,14,41,0,16
2016,27/08/2016,21,29,17,42,0,16
2016,27/08/2016,22,3,19,42,0,16
2016,27/08/2016,23,33,19,43,0,16
2016,27/08/2016,24,33,17,46,0,16
2016,28/08/2016,1,34,16,47,0,16
2016,28/08/2016,2,34,12,49,0,15
2016,28/08/2016,3,33,9,48,0,15
2016,28/08/2016,4,31,7,47,0,14
2016,28/08/2016,5,3,5,44,0,13
2016,28/08/2016,6,28,7,41,0,12
2016,28/08/2016,7,25,9,4,0,11
2016,28/08/2016,8,24,9,37,0,11
2016,28/08/2016,9,21,8,33,0,1
2016,28/08/2016,10,2,7,31,0,1
2016,28/08/2016,11,2,6,3,0,1
2016,28/08/2016,12,21,8,32,0,1
2016,28/08/2016,13,23,10,33,0,11
2016,28/08/2016,14,24,10,35,0,11
2016,28/08/2016,15,25,9,36,0,11
2016,28/08/2016,16,25,8,38,0,11
2016,28/08/2016,17,26,10,39,0,11
2016,28/08/2016,18,28,11,43,0,11
2016,28/08/2016,19,29,13,49,0,11
2016,28/08/2016,20,3,19,53,0,11
2016,28/08/2016,21,33,22,56,0,12
2016,28/08/2016,22,34,20,56,0,12
2016,28/08/2016,23,35,19,58,0,13
2016,28/08/2016,24,36,14,58,0,13
2016,29/08/2016,1,35,11,56,0,13
2016,29/08/2016,2,34,9,53,0,13
2016,29/08/2016,3,33,7,45,0,13
2016,29/08/2016,4,3,7,39,0,12
2016,29/08/2016,5,26,9,34,0,11
2016,29/08/2016,6,24,9,32,0,1
2016,29/08/2016,7,23,14,32,0,1
2016,29/08/2016,8,24,19,35,0,11
2016,29/08/2016,9,28,22,41,0,12
2016,29/08/2016,10,31,22,5,0,13
2016,29/08/2016,11,34,21,59,0,13
2016,29/08/2016,12,36,19,68,0,14
2016,29/08/2016,13,38,16,75,0,14
2016,29/08/2016,14,39,16,81,0,15
2016,29/08/2016,15,4,22,84,0,16
2016,29/08/2016,16,4,22,84,0,16
2016,29/08/2016,17,39,18,85,0,15
2016,29/08/2016,18,36,19,82,0,15
2016,29/08/2016,19,36,20,83,0,15
2016,29/08/2016,20,36,22,8,0,15
2016,29/08/2016,21,39,23,78,0,15
2016,29/08/2016,22,41,25,76,0,15
2016,29/08/2016,23,41,23,74,0,15
2016,29/08/2016,24,41,23,7,0,15
2016,30/08/2016,1,4,21,65,0,14
2016,30/08/2016,2,4,21,59,0,15
2016,30/08/2016,3,39,21,5,0,15
2016,30/08/2016,4,38,19,45,0,16
2016,30/08/2016,5,35,18,42,0,17
2016,30/08/2016,6,33,18,4,0,17
2016,30/08/2016,7,34,20,42,0,19
2016,30/08/2016,8,39,24,51,0,23
2016,30/08/2016,9,49,26,58,0,27
2016,30/08/2016,10,58,33,67,0,29
2016,30/08/2016,11,64,33,74,0,29
2016,30/08/2016,12,68,29,8,0,31
2016,01/09/2016,1,S/D,S/D,20,18,10
2016,01/09/2016,2,S/D,S/D,18,17,7
2016,01/09/2016,3,S/D,S/D,15,16,7
2016,01/09/2016,4,S/D,S/D,14,15,8
2016,01/09/2016,5,S/D,S/D,14,14,8
2016,01/09/2016,6,S/D,S/D,14,13,9
2016,01/09/2016,7,S/D,S/D,16,12,11
2016,01/09/2016,8,S/D,S/D,19,13,13
2016,01/09/2016,9,S/D,S/D,21,14,15
2016,01/09/2016,10,S/D,S/D,23,15,15
2016,01/09/2016,11,S/D,S/D,22,16,13
2016,01/09/2016,12,17,S/D,24,16,13
2016,01/09/2016,13,18,S/D,25,17,S/D
2016,01/09/2016,14,17,S/D,25,19,S/D
2016,01/09/2016,15,18,S/D,25,19,S/D
2016,01/09/2016,16,21,S/D,23,19,S/D
2016,01/09/2016,17,53,18,2,0,18
2016,01/09/2016,18,54,18,3,0,18
2016,01/09/2016,19,54,S/D,3,0,18
2016,01/09/2016,20,55,S/D,22,18,S/D
2016,01/09/2016,21,S/D,S/D,21,17,S/D
2016,01/09/2016,22,S/D,S/D,21,16,S/D
2016,01/09/2016,23,S/D,S/D,21,16,S/D
2016,01/09/2016,24,S/D,S/D,21,17,S/D
2016,02/09/2016,1,S/D,S/D,21,17,S/D
2016,02/09/2016,2,S/D,S/D,19,17,S/D
2016,02/09/2016,3,S/D,S/D,18,17,S/D
2016,02/09/2016,4,S/D,S/D,17,17,S/D
2016,02/09/2016,5,S/D,S/D,19,18,S/D
2016,02/09/2016,6,S/D,S/D,21,2,S/D
2016,02/09/2016,7,S/D,S/D,22,22,S/D
2016,02/09/2016,8,S/D,S/D,26,25,S/D
2016,02/09/2016,9,31,S/D,28,29,S/D
2016,02/09/2016,10,29,S/D,29,31,S/D
2016,02/09/2016,11,22,S/D,27,31,S/D
2016,02/09/2016,12,17,S/D,25,32,S/D
2016,02/09/2016,13,16,S/D,25,31,22
2016,02/09/2016,14,77,19,8,0,29
2016,02/09/2016,15,76,18,79,0,27
2016,02/09/2016,16,75,16,78,0,24
2016,02/09/2016,17,69,17,7,0,2
2016,02/09/2016,18,66,19,63,0,19
2016,02/09/2016,19,68,21,62,0,19
2016,02/09/2016,20,7,22,62,0,19
2016,02/09/2016,21,73,23,62,0,19
2016,02/09/2016,22,74,25,64,0,19
2016,02/09/2016,23,75,26,64,0,19
2016,02/09/2016,24,76,25,63,0,2
2016,03/09/2016,1,79,24,64,0,2
2016,03/09/2016,2,83,26,65,0,21
2016,03/09/2016,3,83,24,64,0,22
2016,03/09/2016,4,81,22,62,0,23
2016,03/09/2016,5,79,16,59,0,23
2016,03/09/2016,6,76,16,57,0,23
2016,03/09/2016,7,75,20,59,0,23
2016,03/09/2016,8,74,19,62,0,23
2016,03/09/2016,9,74,19,66,0,22
2016,03/09/2016,10,71,17,69,0,21
2016,03/09/2016,11,7,15,69,0,19
2016,03/09/2016,12,7,13,7,0,18
2016,03/09/2016,13,71,11,72,0,18
2016,03/09/2016,14,73,12,74,0,18
2016,03/09/2016,15,73,12,72,0,17
2016,03/09/2016,16,73,11,7,0,17
2016,03/09/2016,17,71,15,63,0,16
2016,03/09/2016,18,7,15,57,0,16
2016,03/09/2016,19,7,16,54,0,16
2016,03/09/2016,20,7,17,54,0,16
2016,03/09/2016,21,7,18,51,0,16
2016,03/09/2016,22,71,19,49,0,17
2016,03/09/2016,23,73,19,47,0,18
2016,03/09/2016,24,73,18,44,0,18
2016,04/09/2016,1,74,16,45,0,18
2016,04/09/2016,2,74,16,48,0,19
2016,04/09/2016,3,74,15,5,0,19
2016,04/09/2016,4,74,11,51,0,19
2016,04/09/2016,5,73,10,51,0,19
2016,04/09/2016,6,71,14,5,0,18
2016,04/09/2016,7,71,17,5,0,17
2016,04/09/2016,8,73,17,51,0,17
2016,04/09/2016,9,73,14,51,0,16
2016,04/09/2016,10,74,11,48,0,16
2016,04/09/2016,11,75,10,45,0,16
2016,04/09/2016,12,76,9,44,0,16
2016,04/09/2016,13,S/D,S/D,S/D,S/D,S/D
2016,05/09/2016,13,85,18,76,0,22
2016,05/09/2016,14,89,19,9,0,22
2016,05/09/2016,15,91,17,26,22,S/D
2016,05/09/2016,16,93,18,7,0,22
2016,05/09/2016,17,91,18,13,0,21
2016,05/09/2016,18,91,18,17,0,21
2016,05/09/2016,19,93,18,22,0,21
2016,05/09/2016,20,93,17,19,0,21
2016,05/09/2016,21,93,15,8,0,21
2016,05/09/2016,22,9,13,97,0,21
2016,05/09/2016,23,89,12,88,0,21
2016,05/09/2016,24,86,9,77,0,21
2016,06/09/2016,1,84,7,66,0,2
2016,06/09/2016,2,81,5,55,0,19
2016,06/09/2016,3,78,4,43,0,18
2016,06/09/2016,4,75,4,34,0,17
2016,06/09/2016,5,73,4,28,0,16
2016,06/09/2016,6,71,6,26,0,15
2016,06/09/2016,7,71,10,26,0,15
2016,06/09/2016,8,74,13,28,0,15
2016,06/09/2016,9,76,14,32,0,15
2016,06/09/2016,10,79,16,39,0,16
2016,06/09/2016,11,81,13,47,0,16
2016,06/09/2016,12,84,14,57,0,17
2016,06/09/2016,13,86,13,69,0,17
2016,06/09/2016,14,89,13,76,0,17
2016,06/09/2016,15,9,14,8,0,18
2016,06/09/2016,16,9,13,81,0,18
2016,06/09/2016,17,9,14,82,0,18
2016,06/09/2016,18,9,14,81,0,19
2016,06/09/2016,19,9,16,81,0,19
2016,06/09/2016,20,9,15,77,0,19
2016,06/09/2016,21,9,13,68,0,19
2016,06/09/2016,22,89,13,61,0,19
2016,06/09/2016,23,88,12,56,0,19
2016,06/09/2016,24,86,11,52,0,19
2016,07/09/2016,1,84,8,47,0,18
2016,07/09/2016,2,81,6,41,0,17
2016,07/09/2016,3,79,5,33,0,16
2016,07/09/2016,4,76,5,27,0,15
2016,07/09/2016,5,74,6,24,0,15
2016,07/09/2016,6,74,9,21,0,15
2016,07/09/2016,7,75,15,21,0,15
2016,07/09/2016,8,79,19,24,0,16
2016,07/09/2016,9,85,19,3,0,17
2016,07/09/2016,10,91,18,39,0,19
2016,07/09/2016,11,96,17,45,0,2
2016,07/09/2016,12,3,S/D,54,0,21
2016,07/09/2016,13,7,S/D,62,0,23
2016,07/09/2016,14,12,10,7,0,24
2016,07/09/2016,15,18,13,18,25,S/D
2016,07/09/2016,16,18,14,18,24,S/D
2016,07/09/2016,17,19,15,18,24,S/D
2016,07/09/2016,18,18,15,20,24,S/D
2016,07/09/2016,19,19,16,21,24,S/D
2016,07/09/2016,20,20,17,20,25,S/D
2016,07/09/2016,21,73,20,18,0,26
2016,07/09/2016,22,77,19,27,0,28
2016,07/09/2016,23,79,19,33,0,3
2016,07/09/2016,24,76,16,31,0,31
2016,08/09/2016,1,75,16,27,0,32
2016,08/09/2016,2,74,14,23,0,34
2016,08/09/2016,3,69,14,15,0,35
2016,08/09/2016,4,63,13,3,0,36
2016,08/09/2016,5,56,15,87,0,36
2016,08/09/2016,6,49,15,75,0,36
2016,08/09/2016,7,43,13,65,0,36
2016,08/09/2016,8,46,16,61,0,41
2016,08/09/2016,9,5,19,6,0,44
2016,08/09/2016,10,55,23,6,0,49
2016,08/09/2016,11,56,19,62,0,5
2016,08/09/2016,12,59,16,63,0,51
2016,08/09/2016,13,59,17,61,0,51
2016,08/09/2016,14,59,18,59,0,51
2016,08/09/2016,15,6,22,56,0,5
2016,08/09/2016,16,56,24,52,0,45
2016,08/09/2016,17,53,27,46,0,43
2016,08/09/2016,18,5,29,42,0,41
2016,08/09/2016,19,54,29,42,0,42
2016,08/09/2016,20,58,25,42,0,42
2016,08/09/2016,21,64,26,44,0,43
2016,08/09/2016,22,69,26,47,0,44
2016,08/09/2016,23,71,24,48,0,44
2016,08/09/2016,24,71,21,48,0,44
2016,09/09/2016,1,69,15,47,0,41
2016,09/09/2016,2,65,11,43,0,37
2016,09/09/2016,3,58,9,38,0,33
2016,09/09/2016,4,5,8,35,0,3
2016,09/09/2016,5,41,10,31,0,27
2016,09/09/2016,6,35,13,26,0,25
2016,09/09/2016,7,31,19,25,0,25
2016,09/09/2016,8,33,22,26,0,26
2016,09/09/2016,9,35,21,28,0,29
2016,09/09/2016,10,4,23,31,0,32
2016,09/09/2016,11,46,24,32,0,36
2016,09/09/2016,12,53,25,34,0,39
2016,09/09/2016,13,59,28,54,0,41
2016,09/09/2016,14,63,27,58,0,43
2016,09/09/2016,15,65,26,6,0,44
2016,09/09/2016,16,65,27,62,0,45
2016,09/09/2016,17,66,29,64,0,47
2016,09/09/2016,18,69,34,67,0,5
2016,09/09/2016,19,73,36,68,0,56
2016,09/09/2016,20,83,39,71,0,62
2016,09/09/2016,21,99,41,66,0,67
2016,09/09/2016,22,1,37,7,0,71
2016,09/09/2016,23,25,37,75,0,76
2016,09/09/2016,24,3,31,76,0,76
2016,10/09/2016,1,33,28,77,0,74
2016,10/09/2016,2,29,24,77,0,7
2016,10/09/2016,3,21,20,74,0,62
2016,10/09/2016,4,9,20,69,0,55
2016,10/09/2016,5,9,21,63,0,49
2016,10/09/2016,6,78,20,59,0,44
2016,10/09/2016,7,61,22,56,0,4
2016,10/09/2016,8,55,21,55,0,38
2016,10/09/2016,9,51,21,53,0,37
2016,10/09/2016,10,51,23,53,0,37
2016,10/09/2016,11,55,24,56,0,39
2016,10/09/2016,12,56,24,6,0,39
2016,10/09/2016,13,58,24,63,0,39
2016,10/09/2016,14,59,21,64,0,4
2016,10/09/2016,15,6,20,64,0,39
2016,10/09/2016,16,61,17,63,0,37
2016,10/09/2016,17,6,16,61,0,35
2016,10/09/2016,18,59,25,62,0,34
2016,10/09/2016,19,58,33,66,0,33
2016,10/09/2016,20,64,35,78,0,35
2016,10/09/2016,21,69,35,88,0,34
2016,10/09/2016,22,75,36,95,0,35
2016,10/09/2016,23,78,32,33,36,26
2016,10/09/2016,24,76,20,4,0,36
2016,11/09/2016,1,76,20,8,0,36
2016,11/09/2016,2,8,29,1,0,36
2016,11/09/2016,3,81,29,7,0,34
2016,11/09/2016,4,75,27,95,0,31
2016,11/09/2016,5,68,25,85,0,29
2016,11/09/2016,6,6,22,79,0,27
2016,11/09/2016,7,56,21,76,0,26
2016,11/09/2016,8,58,19,73,0,26
2016,11/09/2016,9,58,16,71,0,26
2016,11/09/2016,10,53,12,68,0,26
2016,11/09/2016,11,5,11,64,0,26
2016,11/09/2016,12,49,10,61,0,27
2016,11/09/2016,13,51,10,58,0,28
2016,11/09/2016,14,51,10,56,0,28
2016,11/09/2016,15,51,15,54,0,28
2016,11/09/2016,16,5,26,54,0,28
2016,11/09/2016,17,5,18,53,0,29
2016,11/09/2016,18,51,19,53,0,3
2016,11/09/2016,19,53,24,55,0,31
2016,11/09/2016,20,55,29,57,0,3
2016,11/09/2016,21,56,26,59,0,32
2016,11/09/2016,22,59,19,61,0,33
2016,11/09/2016,23,59,16,62,0,32
2016,11/09/2016,24,59,14,63,0,31
2016,12/09/2016,1,58,10,63,0,3
2016,12/09/2016,2,56,10,62,0,28
2016,12/09/2016,3,53,17,6,0,27
2016,12/09/2016,4,48,17,57,0,26
2016,12/09/2016,5,43,15,54,0,23
2016,12/09/2016,6,39,8,52,0,21
2016,12/09/2016,7,38,12,51,0,22
2016,12/09/2016,8,39,17,53,0,22
2016,12/09/2016,9,43,21,54,0,24
2016,12/09/2016,10,46,22,56,0,27
2016,12/09/2016,11,54,24,62,0,29
2016,12/09/2016,12,61,23,71,0,31
2016,12/09/2016,13,69,23,8,0,33
2016,12/09/2016,14,75,22,88,0,34
2016,12/09/2016,15,81,23,96,0,35
2016,12/09/2016,16,85,23,6,0,37
2016,12/09/2016,17,9,22,17,0,37
2016,12/09/2016,18,95,21,29,0,38
2016,12/09/2016,19,98,23,36,0,41
2016,12/09/2016,20,93,17,3,0,4
2016,12/09/2016,21,88,15,25,0,39
2016,12/09/2016,22,83,20,19,0,39
2016,12/09/2016,23,8,26,12,0,39
2016,12/09/2016,24,74,11,19,36,11
2016,13/09/2016,1,65,9,84,0,33
2016,13/09/2016,2,56,7,68,0,29
2016,13/09/2016,3,48,6,54,0,24
2016,13/09/2016,4,46,6,49,0,22
2016,13/09/2016,5,44,5,43,0,21
2016,13/09/2016,6,43,8,4,0,2
2016,13/09/2016,7,39,11,37,0,18
2016,13/09/2016,8,43,16,38,0,19
2016,13/09/2016,9,46,16,42,0,21
2016,13/09/2016,10,5,15,46,0,22
2016,13/09/2016,11,53,13,49,0,22
2016,13/09/2016,12,54,13,52,0,23
2016,13/09/2016,13,56,14,54,0,37
2016,13/09/2016,14,58,14,57,0,39
2016,13/09/2016,15,59,14,58,0,39
2016,13/09/2016,16,56,14,58,0,39
2016,13/09/2016,17,54,14,56,0,39
2016,13/09/2016,18,51,14,55,0,39
2016,13/09/2016,19,5,14,56,0,42
2016,13/09/2016,20,5,13,57,0,44
2016,13/09/2016,21,5,12,56,0,46
2016,13/09/2016,22,49,10,55,0,48
2016,13/09/2016,23,48,9,53,0,5
