PERIODO,FECHA,HORA,NO2_CENTENARIO,PM10_CENTENARIO,PM10_CORDOBA,PM10_LA_BOCA,CO_PALERMO
2009,01/10/2009,14,20,S/D,S/D,S/D,S/D
2009,01/10/2009,15,48,25,30,16,25
2009,01/10/2009,16,48,31,32,14,23
2009,01/10/2009,17,46,38,31,12,24
2009,01/10/2009,18,48,39,33,11,25
2009,01/10/2009,19,5,39,35,14,30
2009,01/10/2009,20,54,36,32,15,30
2009,01/10/2009,21,58,31,34,16,33
2009,01/10/2009,22,6,36,33,16,29
2009,01/10/2009,23,63,37,34,16,30
2009,01/10/2009,24,64,35,32,16,31
2009,02/10/2009,1,68,35,30,19,34
2009,02/10/2009,2,69,35,32,21,33
2009,02/10/2009,3,68,34,24,23,32
2009,02/10/2009,4,64,34,18,25,30
2009,02/10/2009,5,64,34,20,26,30
2009,02/10/2009,6,64,32,26,27,30
2009,02/10/2009,7,65,30,37,33,35
2009,02/10/2009,8,7,35,42,45,39
2009,02/10/2009,9,69,38,37,64,46
2009,02/10/2009,10,68,33,39,78,45
2009,02/10/2009,11,29,S/D,S/D,39,S/D
2009,02/10/2009,12,S/D,S/D,S/D,37,S/D
2009,04/10/2009,13,24,9,6,6,11
2009,04/10/2009,14,23,9,7,7,11
2009,04/10/2009,15,21,10,11,8,13
2009,04/10/2009,16,21,15,15,9,17
2009,04/10/2009,17,23,21,22,1,20
2009,04/10/2009,18,25,27,24,11,23
2009,04/10/2009,19,29,32,28,11,19
2009,04/10/2009,20,35,37,27,13,28
2009,04/10/2009,21,41,37,28,16,26
2009,04/10/2009,22,45,32,24,18,22
2009,04/10/2009,23,49,28,22,18,22
2009,04/10/2009,24,51,29,21,18,21
2009,05/10/2009,1,51,22,21,17,16
2009,05/10/2009,2,5,20,19,16,17
2009,05/10/2009,3,46,19,17,15,14
2009,05/10/2009,4,4,19,11,13,11
2009,05/10/2009,5,34,14,12,1,11
2009,05/10/2009,6,3,14,19,8,14
2009,05/10/2009,7,29,25,35,8,28
2009,05/10/2009,8,34,35,37,1,32
2009,05/10/2009,9,44,28,37,14,28
2009,05/10/2009,10,51,22,38,18,22
2009,05/10/2009,11,59,20,37,2,16
2009,05/10/2009,12,63,19,36,21,19
2009,05/10/2009,13,69,23,38,29,S/D
2009,05/10/2009,14,73,22,36,35,S/D
2009,05/10/2009,15,74,20,39,34,S/D
2009,05/10/2009,16,7,21,43,34,S/D
2009,05/10/2009,17,63,22,46,35,S/D
2009,05/10/2009,18,6,32,48,43,S/D
2009,05/10/2009,19,6,63,45,36,S/D
2009,05/10/2009,20,64,77,45,32,S/D
2009,05/10/2009,21,69,48,45,34,S/D
2009,05/10/2009,22,76,47,42,35,S/D
2009,05/10/2009,23,76,39,40,27,S/D
2009,05/10/2009,24,75,31,34,25,S/D
2009,06/10/2009,1,73,28,19,17,S/D
2009,06/10/2009,2,66,24,17,13,S/D
2009,06/10/2009,3,58,12,20,7,S/D
2009,06/10/2009,4,49,12,41,8,S/D
2009,06/10/2009,5,36,8,60,9,S/D
2009,06/10/2009,6,23,13,62,10,S/D
2009,06/10/2009,7,19,21,38,18,S/D
2009,06/10/2009,8,19,26,38,25,S/D
2009,06/10/2009,9,24,30,41,29,S/D
2009,06/10/2009,10,3,37,40,31,S/D
2009,06/10/2009,11,35,31,42,25,S/D
2009,06/10/2009,12,39,27,37,13,S/D
2009,06/10/2009,13,41,24,40,12,S/D
2009,06/10/2009,14,44,22,34,10,S/D
2009,06/10/2009,15,46,23,31,9,S/D
2009,06/10/2009,16,45,23,34,10,S/D
2009,06/10/2009,17,4,23,36,12,S/D
2009,06/10/2009,18,36,29,42,12,S/D
2009,06/10/2009,19,36,30,43,15,S/D
2009,06/10/2009,20,38,32,39,19,S/D
2009,06/10/2009,21,4,34,34,23,S/D
2009,06/10/2009,22,43,32,36,23,S/D
2009,06/10/2009,23,43,28,33,21,S/D
2009,06/10/2009,24,44,30,33,18,S/D
2009,07/10/2009,1,44,30,32,26,S/D
2009,07/10/2009,2,43,31,31,30,S/D
2009,07/10/2009,3,39,32,29,30,S/D
2009,07/10/2009,4,35,22,27,26,S/D
2009,07/10/2009,5,3,19,25,19,S/D
2009,07/10/2009,6,26,24,27,24,S/D
2009,07/10/2009,7,26,34,33,25,S/D
2009,07/10/2009,8,31,41,S/D,28,S/D
2009,07/10/2009,9,38,40,S/D,28,S/D
2009,07/10/2009,10,41,38,S/D,23,S/D
2009,07/10/2009,11,45,31,S/D,17,S/D
2009,07/10/2009,12,48,26,S/D,14,S/D
2009,07/10/2009,13,51,25,43,13,S/D
2009,07/10/2009,14,54,23,41,10,S/D
2009,07/10/2009,15,53,25,37,10,S/D
2009,07/10/2009,16,46,23,37,10,S/D
2009,07/10/2009,17,4,25,45,12,S/D
2009,07/10/2009,18,38,32,48,13,S/D
2009,07/10/2009,19,38,33,52,18,S/D
2009,07/10/2009,20,4,34,44,28,S/D
2009,07/10/2009,21,43,36,39,31,S/D
2009,07/10/2009,22,45,40,33,31,S/D
2009,07/10/2009,23,5,41,33,35,S/D
2009,07/10/2009,24,55,40,31,33,S/D
2009,08/10/2009,1,58,35,34,29,S/D
2009,08/10/2009,2,59,38,29,26,S/D
2009,08/10/2009,3,56,27,17,32,S/D
2009,08/10/2009,4,51,24,23,28,S/D
2009,08/10/2009,5,54,36,33,27,S/D
2009,08/10/2009,6,58,37,32,28,S/D
2009,08/10/2009,7,59,37,36,29,S/D
2009,08/10/2009,8,6,43,44,35,S/D
2009,08/10/2009,9,63,45,39,25,S/D
2009,08/10/2009,10,61,26,28,22,S/D
2009,08/10/2009,11,63,25,29,21,S/D
2009,08/10/2009,12,64,25,24,21,S/D
2009,08/10/2009,13,59,27,24,25,S/D
2009,08/10/2009,14,51,25,25,20,S/D
2009,08/10/2009,15,45,23,25,22,S/D
2009,08/10/2009,16,39,26,27,25,S/D
2009,08/10/2009,17,35,29,30,28,S/D
2009,08/10/2009,18,36,32,30,27,S/D
2009,08/10/2009,19,38,36,34,33,S/D
2009,08/10/2009,20,41,34,33,32,S/D
2009,08/10/2009,21,45,32,31,31,S/D
2009,08/10/2009,22,48,29,27,31,S/D
2009,08/10/2009,23,49,28,31,28,S/D
2009,08/10/2009,24,5,24,22,17,S/D
2009,09/10/2009,1,49,20,17,11,S/D
2009,09/10/2009,2,45,20,18,9,S/D
2009,09/10/2009,3,41,18,14,8,S/D
2009,09/10/2009,4,36,17,16,8,S/D
2009,09/10/2009,5,3,13,16,9,S/D
2009,09/10/2009,6,26,15,16,15,S/D
2009,09/10/2009,7,25,20,18,21,S/D
2009,09/10/2009,8,25,22,20,22,S/D
2009,09/10/2009,9,26,S/D,17,24,S/D
2009,09/10/2009,10,28,S/D,15,22,S/D
2009,09/10/2009,11,29,S/D,14,20,S/D
2009,09/10/2009,12,31,S/D,13,19,S/D
2009,12/10/2009,13,2,14,18,8,S/D
2009,12/10/2009,14,2,15,17,13,S/D
2009,12/10/2009,15,2,16,16,18,S/D
2009,12/10/2009,16,21,21,16,19,S/D
2009,12/10/2009,17,23,21,15,26,S/D
2009,12/10/2009,18,24,23,17,25,S/D
2009,12/10/2009,19,28,27,22,34,S/D
2009,12/10/2009,20,33,36,29,38,S/D
2009,12/10/2009,21,39,42,27,34,S/D
2009,12/10/2009,22,43,34,26,30,S/D
2009,12/10/2009,23,45,28,25,26,S/D
2009,12/10/2009,24,46,30,22,25,S/D
2009,13/10/2009,1,46,21,19,23,S/D
2009,13/10/2009,2,45,18,15,21,S/D
2009,13/10/2009,3,41,13,10,18,S/D
2009,13/10/2009,4,35,10,9,15,S/D
2009,13/10/2009,5,28,11,10,16,S/D
2009,13/10/2009,6,24,12,12,20,S/D
2009,13/10/2009,7,23,19,19,26,S/D
2009,13/10/2009,8,24,24,19,26,S/D
2009,13/10/2009,9,26,24,16,23,S/D
2009,13/10/2009,10,3,33,18,27,S/D
2009,13/10/2009,11,34,30,19,27,S/D
2009,13/10/2009,12,38,29,28,31,S/D
2009,13/10/2009,13,41,30,33,35,S/D
2009,13/10/2009,14,44,31,29,35,S/D
2009,13/10/2009,15,45,29,32,32,S/D
2009,13/10/2009,16,44,35,36,37,S/D
2009,13/10/2009,17,44,37,42,37,S/D
2009,13/10/2009,18,46,45,55,33,S/D
2009,13/10/2009,19,49,47,55,28,S/D
2009,13/10/2009,20,51,39,46,26,S/D
2009,13/10/2009,21,53,26,38,16,S/D
2009,13/10/2009,22,53,22,33,17,S/D
2009,13/10/2009,23,51,21,26,18,S/D
2009,13/10/2009,24,49,19,28,14,S/D
2009,14/10/2009,1,44,10,19,8,S/D
2009,14/10/2009,2,36,11,16,5,S/D
2009,14/10/2009,3,29,7,12,10,S/D
2009,14/10/2009,4,23,9,14,10,S/D
2009,14/10/2009,5,18,12,17,11,S/D
2009,14/10/2009,6,15,19,18,12,S/D
2009,14/10/2009,7,15,33,27,29,S/D
2009,14/10/2009,8,21,41,43,32,S/D
2009,14/10/2009,9,41,45,49,39,S/D
2009,14/10/2009,10,55,46,51,38,S/D
2009,14/10/2009,11,61,S/D,42,30,S/D
2009,14/10/2009,12,7,S/D,46,28,S/D
2009,14/10/2009,13,82,S/D,47,25,S/D
2009,14/10/2009,14,92,27,41,21,S/D
2009,14/10/2009,15,94,22,29,22,S/D
2009,14/10/2009,16,88,20,27,23,S/D
2009,14/10/2009,17,62,22,28,22,S/D
2009,14/10/2009,18,48,26,29,21,S/D
2009,14/10/2009,19,5,28,32,24,S/D
2009,14/10/2009,20,51,32,28,27,S/D
2009,14/10/2009,21,51,33,30,28,S/D
2009,14/10/2009,22,5,34,31,29,S/D
2009,14/10/2009,23,53,35,27,25,S/D
2009,14/10/2009,24,53,23,24,18,S/D
2009,15/10/2009,1,53,18,21,18,S/D
2009,15/10/2009,2,5,14,18,16,S/D
2009,15/10/2009,3,45,15,14,8,S/D
2009,15/10/2009,4,4,10,11,8,S/D
2009,15/10/2009,5,36,10,15,9,S/D
2009,15/10/2009,6,31,14,16,18,S/D
2009,15/10/2009,7,28,21,19,26,S/D
2009,15/10/2009,8,29,26,20,25,S/D
2009,15/10/2009,9,3,14,20,22,S/D
2009,15/10/2009,10,33,S/D,23,21,S/D
2009,15/10/2009,11,38,S/D,21,21,S/D
2009,15/10/2009,12,4,S/D,18,21,S/D
2009,15/10/2009,13,43,20,20,21,S/D
2009,15/10/2009,14,47,22,18,20,S/D
2009,15/10/2009,15,5,33,19,21,S/D
2009,15/10/2009,16,5,35,22,24,S/D
2009,15/10/2009,17,52,36,26,27,S/D
2009,15/10/2009,18,53,37,28,40,S/D
2009,15/10/2009,19,55,39,33,47,S/D
2009,15/10/2009,20,62,44,40,47,S/D
2009,15/10/2009,21,69,51,40,46,S/D
2009,15/10/2009,22,7,40,28,34,S/D
2009,15/10/2009,23,73,35,22,25,S/D
2009,15/10/2009,24,73,31,18,20,S/D
2009,16/10/2009,1,7,22,15,22,S/D
2009,16/10/2009,2,66,18,12,20,S/D
2009,16/10/2009,3,61,16,11,18,S/D
2009,16/10/2009,4,55,15,11,16,S/D
2009,16/10/2009,5,45,18,10,18,S/D
2009,16/10/2009,6,39,20,12,24,S/D
2009,16/10/2009,7,38,29,21,28,S/D
2009,16/10/2009,8,39,25,21,26,S/D
2009,16/10/2009,9,43,25,19,24,S/D
2009,16/10/2009,10,44,S/D,18,26,S/D
2009,16/10/2009,11,5,30,19,S/D,S/D
2009,16/10/2009,12,57,28,16,S/D,S/D
2009,18/10/2009,13,34,15,8,11,S/D
2009,18/10/2009,14,36,16,10,11,S/D
2009,18/10/2009,15,36,11,13,12,S/D
2009,18/10/2009,16,36,12,15,12,S/D
2009,18/10/2009,17,39,14,16,16,S/D
2009,18/10/2009,18,4,18,17,17,S/D
2009,18/10/2009,19,41,27,16,19,S/D
2009,18/10/2009,20,43,33,20,23,S/D
2009,18/10/2009,21,43,26,25,25,S/D
2009,18/10/2009,22,43,25,25,24,S/D
2009,18/10/2009,23,45,25,19,19,S/D
2009,18/10/2009,24,48,25,20,20,S/D
2009,19/10/2009,1,49,23,19,16,S/D
2009,19/10/2009,2,48,15,12,13,S/D
2009,19/10/2009,3,45,7,10,7,S/D
2009,19/10/2009,4,41,6,6,5,S/D
2009,19/10/2009,5,38,6,6,10,S/D
2009,19/10/2009,6,34,11,11,15,S/D
2009,19/10/2009,7,3,17,15,22,S/D
2009,19/10/2009,8,3,21,16,23,S/D
2009,19/10/2009,9,31,20,17,22,S/D
2009,19/10/2009,10,35,27,17,23,S/D
2009,19/10/2009,11,41,22,16,24,S/D
2009,19/10/2009,12,48,29,29,27,S/D
2009,19/10/2009,13,55,32,27,30,S/D
2009,19/10/2009,14,63,36,27,29,S/D
2009,19/10/2009,15,66,30,39,36,S/D
2009,19/10/2009,16,68,31,41,39,S/D
2009,19/10/2009,17,68,30,45,38,S/D
2009,19/10/2009,18,68,32,43,37,S/D
2009,19/10/2009,19,68,35,44,41,S/D
2009,19/10/2009,20,73,48,47,44,S/D
2009,19/10/2009,21,74,43,51,47,S/D
2009,19/10/2009,22,84,59,49,47,S/D
2009,19/10/2009,23,95,57,41,49,S/D
2009,19/10/2009,24,4,55,39,51,S/D
2009,20/10/2009,1,13,50,40,48,S/D
2009,20/10/2009,2,16,44,39,43,S/D
2009,20/10/2009,3,15,39,37,37,S/D
2009,20/10/2009,4,1,38,40,36,S/D
2009,20/10/2009,5,8,41,40,41,S/D
2009,20/10/2009,6,98,42,57,46,S/D
2009,20/10/2009,7,94,47,51,73,S/D
2009,20/10/2009,8,99,56,50,69,S/D
2009,20/10/2009,9,3,60,51,56,S/D
2009,20/10/2009,10,5,57,60,52,S/D
2009,20/10/2009,11,1,53,60,54,S/D
2009,20/10/2009,12,14,62,64,63,S/D
2009,20/10/2009,13,18,65,48,50,S/D
2009,20/10/2009,14,16,41,32,49,S/D
2009,20/10/2009,15,11,53,46,51,S/D
2009,20/10/2009,16,3,70,60,63,S/D
2009,20/10/2009,17,99,78,63,60,S/D
2009,20/10/2009,18,99,63,63,53,S/D
2009,20/10/2009,19,98,45,49,29,S/D
2009,20/10/2009,20,94,38,45,26,S/D
2009,20/10/2009,21,9,36,42,23,S/D
2009,20/10/2009,22,9,40,40,29,S/D
2009,20/10/2009,23,89,42,36,34,S/D
2009,20/10/2009,24,84,40,31,27,S/D
2009,21/10/2009,1,74,33,26,25,S/D
2009,21/10/2009,2,65,29,26,27,S/D
2009,21/10/2009,3,58,21,24,25,S/D
2009,21/10/2009,4,53,21,22,19,S/D
2009,21/10/2009,5,48,20,24,16,S/D
2009,21/10/2009,6,43,20,23,22,S/D
2009,21/10/2009,7,39,30,29,32,S/D
2009,21/10/2009,8,36,34,32,32,S/D
2009,21/10/2009,9,33,35,34,26,S/D
2009,21/10/2009,10,43,S/D,35,31,S/D
2009,21/10/2009,11,48,S/D,35,28,S/D
2009,21/10/2009,12,53,S/D,36,33,S/D
2009,21/10/2009,13,57,4,35,30,S/D
2009,21/10/2009,14,58,10,35,23,S/D
2009,21/10/2009,15,6,35,33,36,S/D
2009,21/10/2009,16,59,32,31,30,S/D
2009,21/10/2009,17,59,35,35,23,S/D
2009,21/10/2009,18,55,43,36,24,S/D
2009,21/10/2009,19,58,42,36,35,S/D
2009,21/10/2009,20,6,41,37,30,S/D
2009,21/10/2009,21,64,42,41,36,S/D
2009,21/10/2009,22,71,45,44,37,S/D
2009,21/10/2009,23,76,44,50,36,S/D
2009,21/10/2009,24,83,43,56,36,S/D
2009,22/10/2009,1,89,39,48,33,S/D
2009,22/10/2009,2,93,38,31,33,S/D
2009,22/10/2009,3,9,32,18,26,S/D
2009,22/10/2009,4,83,16,17,14,S/D
2009,22/10/2009,5,75,15,17,15,S/D
2009,22/10/2009,6,66,27,26,25,S/D
2009,22/10/2009,7,68,39,33,35,S/D
2009,22/10/2009,8,64,40,S/D,33,S/D
2009,22/10/2009,9,58,35,S/D,28,S/D
2009,22/10/2009,10,51,42,S/D,27,S/D
2009,22/10/2009,11,49,26,S/D,25,S/D
2009,22/10/2009,12,51,21,S/D,21,S/D
2009,22/10/2009,13,53,20,S/D,20,S/D
2009,22/10/2009,14,53,21,S/D,20,S/D
2009,22/10/2009,15,45,20,S/D,25,S/D
2009,22/10/2009,16,4,22,38,27,S/D
2009,22/10/2009,17,38,24,39,24,S/D
2009,22/10/2009,18,39,36,S/D,32,S/D
2009,22/10/2009,19,44,43,46,34,S/D
2009,22/10/2009,20,51,44,46,39,S/D
2009,22/10/2009,21,59,41,42,30,S/D
2009,22/10/2009,22,66,42,37,27,S/D
2009,22/10/2009,23,71,36,31,27,S/D
2009,22/10/2009,24,74,27,27,21,S/D
2009,23/10/2009,1,74,23,32,15,S/D
2009,23/10/2009,2,69,17,20,13,S/D
2009,23/10/2009,3,61,11,13,15,S/D
2009,23/10/2009,4,5,10,8,15,S/D
2009,23/10/2009,5,4,9,8,13,S/D
2009,23/10/2009,6,3,12,11,21,S/D
2009,23/10/2009,7,24,21,16,29,S/D
2009,23/10/2009,8,24,26,20,31,S/D
2009,23/10/2009,9,28,27,19,29,S/D
2009,23/10/2009,10,33,29,24,26,S/D
2009,23/10/2009,11,36,25,21,28,S/D
2009,23/10/2009,12,43,32,25,31,S/D
2009,26/10/2009,1,71,23,22,6,S/D
2009,26/10/2009,2,69,11,21,6,S/D
2009,26/10/2009,3,65,15,20,7,S/D
2009,26/10/2009,4,58,8,22,8,S/D
2009,26/10/2009,5,44,14,26,15,S/D
2009,26/10/2009,6,31,19,33,22,S/D
2009,26/10/2009,7,23,30,39,19,S/D
2009,26/10/2009,8,19,29,40,18,S/D
2009,26/10/2009,9,23,29,44,S/D,S/D
2009,26/10/2009,10,28,27,44,S/D,S/D
2009,26/10/2009,11,31,31,44,S/D,S/D
2009,26/10/2009,12,35,25,37,S/D,S/D
2009,26/10/2009,13,39,25,37,19,S/D
2009,26/10/2009,14,43,26,36,26,S/D
2009,26/10/2009,15,45,27,32,27,S/D
2009,26/10/2009,16,45,24,32,20,S/D
2009,26/10/2009,17,41,21,30,22,S/D
2009,26/10/2009,18,4,23,33,28,S/D
2009,26/10/2009,19,41,24,32,25,S/D
2009,26/10/2009,20,44,27,34,26,S/D
2009,26/10/2009,21,46,29,30,23,S/D
2009,26/10/2009,22,49,29,29,21,S/D
2009,26/10/2009,23,5,28,29,15,S/D
2009,26/10/2009,24,49,23,20,10,S/D
2009,27/10/2009,1,46,25,19,9,S/D
2009,27/10/2009,2,44,26,14,6,S/D
2009,27/10/2009,3,39,19,12,6,S/D
2009,27/10/2009,4,33,6,12,5,S/D
2009,27/10/2009,5,26,5,15,7,S/D
2009,27/10/2009,6,2,9,21,12,S/D
2009,27/10/2009,7,16,14,21,17,S/D
2009,27/10/2009,8,16,18,18,14,S/D
2009,27/10/2009,9,19,19,16,16,S/D
2009,27/10/2009,10,21,17,17,18,S/D
2009,27/10/2009,11,25,18,15,19,S/D
2009,27/10/2009,12,3,20,19,19,S/D
2009,27/10/2009,13,34,20,20,17,S/D
2009,27/10/2009,14,38,19,17,20,S/D
2009,27/10/2009,15,4,19,22,22,S/D
2009,27/10/2009,16,41,19,24,21,S/D
2009,27/10/2009,17,41,23,33,27,S/D
2009,27/10/2009,18,43,26,34,29,S/D
2009,27/10/2009,19,46,36,35,34,S/D
2009,27/10/2009,20,53,39,35,30,S/D
2009,27/10/2009,21,6,35,32,28,S/D
2009,27/10/2009,22,64,31,29,24,S/D
2009,27/10/2009,23,65,29,29,21,S/D
2009,27/10/2009,24,65,23,21,18,S/D
2009,28/10/2009,1,64,22,13,15,S/D
2009,28/10/2009,2,61,16,10,19,S/D
2009,28/10/2009,3,55,13,12,18,S/D
2009,28/10/2009,4,45,17,14,27,S/D
2009,28/10/2009,5,35,15,19,23,S/D
2009,28/10/2009,6,29,21,24,21,S/D
2009,28/10/2009,7,26,22,S/D,22,S/D
2009,28/10/2009,8,24,25,S/D,25,S/D
2009,28/10/2009,9,23,S/D,24,26,S/D
2009,28/10/2009,10,28,S/D,21,23,S/D
2009,28/10/2009,11,33,S/D,20,29,S/D
2009,28/10/2009,12,43,S/D,33,33,S/D
2009,28/10/2009,13,52,S/D,34,25,S/D
2009,28/10/2009,14,6,37,35,23,S/D
2009,28/10/2009,15,65,31,30,23,S/D
2009,28/10/2009,16,63,26,38,24,S/D
2009,28/10/2009,17,61,29,34,28,S/D
2009,28/10/2009,18,61,34,39,32,S/D
2009,28/10/2009,19,65,39,46,37,S/D
2009,28/10/2009,20,71,53,46,37,S/D
2009,28/10/2009,21,81,54,43,37,S/D
2009,28/10/2009,22,9,47,41,35,S/D
2009,28/10/2009,23,95,44,38,31,S/D
2009,28/10/2009,24,1,41,35,30,S/D
2009,01/11/2009,13,55,15,19,18,S/D
2009,01/11/2009,14,59,14,21,24,S/D
2009,01/11/2009,15,6,16,16,12,S/D
2009,01/11/2009,16,61,14,16,16,S/D
2009,01/11/2009,17,6,14,18,17,S/D
2009,01/11/2009,18,56,14,21,18,S/D
2009,01/11/2009,19,54,16,21,20,S/D
2009,01/11/2009,20,51,17,21,22,S/D
2009,01/11/2009,21,49,17,23,23,S/D
2009,01/11/2009,22,48,20,19,18,S/D
2009,01/11/2009,23,46,20,19,17,S/D
2009,01/11/2009,24,45,20,19,14,S/D
2009,02/11/2009,1,44,21,15,13,S/D
2009,02/11/2009,2,43,21,11,12,S/D
2009,02/11/2009,3,4,16,9,17,S/D
2009,02/11/2009,4,36,13,7,14,S/D
2009,02/11/2009,5,33,14,9,13,S/D
2009,02/11/2009,6,3,13,11,12,S/D
2009,02/11/2009,7,29,18,13,18,S/D
2009,02/11/2009,8,27,S/D,21,24,S/D
2009,02/11/2009,9,27,S/D,23,27,S/D
2009,02/11/2009,10,35,29,23,31,S/D
2009,02/11/2009,11,42,28,24,28,S/D
2009,02/11/2009,12,55,35,24,36,S/D
2009,04/11/2009,1,69,20,17,16,S/D
2009,04/11/2009,2,66,16,16,13,S/D
2009,04/11/2009,3,6,13,13,11,S/D
2009,04/11/2009,4,54,10,11,9,S/D
2009,04/11/2009,5,46,8,11,9,S/D
2009,04/11/2009,6,39,7,9,13,S/D
2009,04/11/2009,7,34,13,11,18,S/D
2009,04/11/2009,8,34,19,15,19,S/D
2009,04/11/2009,9,36,21,18,21,S/D
2009,04/11/2009,10,39,23,19,22,S/D
2009,04/11/2009,11,41,21,20,18,S/D
2009,04/11/2009,12,44,19,22,20,S/D
2009,04/11/2009,13,46,19,25,18,S/D
2009,04/11/2009,14,5,18,25,16,S/D
2009,04/11/2009,15,54,21,27,17,S/D
2009,04/11/2009,16,54,20,26,18,S/D
2009,04/11/2009,17,54,22,30,20,S/D
2009,04/11/2009,18,55,28,33,16,S/D
2009,04/11/2009,19,6,37,30,25,S/D
2009,04/11/2009,20,65,36,30,26,S/D
2009,04/11/2009,21,7,33,28,26,S/D
2009,04/11/2009,22,74,30,26,24,S/D
2009,04/11/2009,23,75,28,26,28,S/D
2009,04/11/2009,24,78,29,24,25,S/D
2009,05/11/2009,1,78,26,21,22,S/D
2009,05/11/2009,2,78,25,18,24,S/D
2009,05/11/2009,3,75,30,17,20,S/D
2009,05/11/2009,4,7,24,15,15,S/D
2009,05/11/2009,5,68,25,16,21,S/D
2009,05/11/2009,6,7,31,22,24,S/D
2009,05/11/2009,7,76,34,18,27,S/D
2009,05/11/2009,8,89,44,S/D,33,S/D
2009,05/11/2009,9,95,43,S/D,28,S/D
2009,05/11/2009,10,98,38,S/D,21,S/D
2009,05/11/2009,11,98,37,S/D,29,S/D
2009,05/11/2009,12,32,S/D,S/D,S/D,1
2009,05/11/2009,13,27,S/D,S/D,S/D,1
2009,05/11/2009,14,99,44,35,32,S/D
2009,05/11/2009,15,95,46,36,29,S/D
2009,05/11/2009,16,86,46,32,33,S/D
2009,05/11/2009,17,85,52,42,40,S/D
2009,05/11/2009,18,86,48,41,34,S/D
2009,05/11/2009,19,9,41,38,34,S/D
2009,05/11/2009,20,94,41,34,40,S/D
2009,05/11/2009,21,99,47,34,38,S/D
2009,05/11/2009,22,99,43,34,31,S/D
2009,05/11/2009,23,96,39,32,37,S/D
2009,05/11/2009,24,91,28,30,30,S/D
2009,06/11/2009,1,85,21,28,22,S/D
2009,06/11/2009,2,79,17,23,13,S/D
2009,06/11/2009,3,71,14,16,14,S/D
2009,06/11/2009,4,65,17,16,19,S/D
2009,06/11/2009,5,56,13,14,16,S/D
2009,06/11/2009,6,5,10,16,17,S/D
2009,06/11/2009,7,48,14,19,24,S/D
2009,06/11/2009,8,49,19,21,25,S/D
2009,06/11/2009,9,54,21,22,27,S/D
2009,06/11/2009,10,59,22,S/D,S/D,S/D
2009,06/11/2009,11,64,22,22,S/D,S/D
2009,06/11/2009,12,68,21,27,S/D,S/D
2009,06/11/2009,13,73,20,28,S/D,S/D
2009,06/11/2009,14,78,26,29,29,S/D
2009,06/11/2009,15,85,28,30,25,S/D
2009,06/11/2009,16,9,30,26,23,S/D
2009,06/11/2009,17,95,35,28,30,S/D
2009,06/11/2009,18,4,37,25,36,S/D
2009,06/11/2009,19,13,32,27,36,S/D
2009,06/11/2009,20,18,22,27,21,S/D
2009,06/11/2009,21,21,23,22,23,S/D
2009,06/11/2009,22,24,23,22,23,S/D
2009,06/11/2009,23,2,21,23,21,S/D
2009,06/11/2009,24,15,19,22,16,S/D
2009,07/11/2009,1,5,14,24,13,S/D
2009,07/11/2009,2,91,17,26,10,S/D
2009,07/11/2009,3,78,18,24,10,S/D
2009,07/11/2009,4,66,28,22,9,S/D
2009,07/11/2009,5,56,21,23,10,S/D
2009,07/11/2009,6,48,13,111,11,S/D
2009,07/11/2009,7,41,13,26,11,S/D
2009,07/11/2009,8,36,14,27,11,S/D
2009,07/11/2009,9,35,16,26,11,S/D
2009,07/11/2009,10,34,13,31,12,S/D
2009,07/11/2009,11,35,15,31,13,S/D
2009,07/11/2009,12,39,17,30,11,S/D
2009,07/11/2009,13,43,16,31,10,S/D
2009,07/11/2009,14,46,15,35,8,S/D
2009,07/11/2009,15,49,14,33,7,S/D
2009,07/11/2009,16,51,12,27,7,S/D
2009,07/11/2009,17,54,17,28,8,S/D
2009,07/11/2009,18,56,18,28,11,S/D
2009,07/11/2009,19,56,22,30,13,S/D
2009,07/11/2009,20,59,28,29,21,S/D
2009,07/11/2009,21,66,37,30,26,S/D
2009,07/11/2009,22,75,36,31,26,S/D
2009,07/11/2009,23,9,39,29,34,S/D
2009,07/11/2009,24,3,40,27,29,S/D
2009,08/11/2009,1,5,28,20,22,S/D
2009,08/11/2009,2,5,22,19,21,S/D
2009,08/11/2009,3,6,21,17,17,S/D
2009,08/11/2009,4,4,21,16,15,S/D
2009,08/11/2009,5,95,18,16,16,S/D
2009,08/11/2009,6,85,22,17,17,S/D
2009,08/11/2009,7,71,22,17,18,S/D
2009,08/11/2009,8,59,18,16,16,S/D
2009,08/11/2009,9,55,16,16,18,S/D
2009,08/11/2009,10,54,13,19,19,S/D
2009,08/11/2009,11,53,14,16,16,S/D
2009,08/11/2009,12,51,12,16,14,S/D
2009,08/11/2009,13,51,16,15,17,S/D
2009,08/11/2009,14,51,19,18,18,S/D
2009,08/11/2009,15,5,16,14,16,S/D
2009,08/11/2009,16,5,17,14,19,S/D
2009,08/11/2009,17,5,19,16,21,S/D
2009,08/11/2009,18,5,20,16,22,S/D
2009,08/11/2009,19,51,18,18,23,S/D
2009,08/11/2009,20,54,25,20,28,S/D
2009,08/11/2009,21,58,31,21,33,S/D
2009,08/11/2009,22,6,28,19,30,S/D
2009,08/11/2009,23,61,26,20,28,S/D
2009,08/11/2009,24,63,24,19,26,S/D
2009,09/11/2009,1,63,20,17,20,S/D
2009,09/11/2009,2,61,16,14,15,S/D
2009,09/11/2009,3,59,12,11,12,S/D
